epoch,dense_14_loss,dense_9_loss,lambda_17_loss,lambda_18_loss,lambda_19_loss,lambda_20_loss,loss,val_dense_14_loss,val_dense_9_loss,val_lambda_17_loss,val_lambda_18_loss,val_lambda_19_loss,val_lambda_20_loss,val_loss
10,0.011436837722206357,0.00931382515887141,0.01443028824285912,0.06395260486395363,0.02186692913463362,0.08323793617878938,0.20423842047112759,0.014335946150154134,0.011134353914650182,0.013771377648975559,0.07147267368557955,0.023472696747966135,0.09366070305723939,0.22784775073745842
11,0.0110998794502289,0.008978029784968403,0.013845564414612153,0.06275961753566368,0.021143397410453676,0.08217032224219044,0.19999681103275757,0.01416677831366316,0.010787042390559769,0.01336460638950879,0.07041644734867532,0.022780737547697598,0.09277280787044176,0.22428841732585747
12,0.010901352640319486,0.008729673560467778,0.013382402663040933,0.061737400239619676,0.02057610578773129,0.08125559949817304,0.19658253521369415,0.013589264235611308,0.010498014199798945,0.013189884768665984,0.06954466931239779,0.022265554308627682,0.09196414548989262,0.22105153229649507
13,0.010659124778987715,0.00849514162993697,0.01296030283096234,0.06087530283456027,0.02003871871949786,0.08044538255474935,0.19347397400843386,0.013530310221978368,0.010213057765786893,0.012583797981397178,0.06877626761248362,0.02171956003868454,0.09145275936511124,0.21827575199023896
14,0.010477417132225213,0.008297237355618745,0.012553393201904758,0.060172433244922954,0.019615092337303786,0.07969372297342171,0.190809296108004,0.013229618312630278,0.010049707466397668,0.01246526240458461,0.06812385497886449,0.02130542615223919,0.09072568126989403,0.21589954938302494
15,0.01032478898495958,0.008138345060032812,0.012269161868950725,0.05952667525253959,0.019231348567381287,0.07902742977617715,0.18851774935479232,0.012866691650948786,0.00983280172192305,0.0122101296139459,0.06761135093631913,0.020982494407225327,0.09018122580556823,0.2136846960497376
16,0.010191289738311588,0.00799879209752122,0.011950293182181777,0.05893194159566931,0.018947722604016778,0.07840007639902623,0.18642011492280963,0.012750160608678816,0.00956717255299253,0.011991719070135215,0.06713177873056399,0.020656028587872903,0.08964139675405883,0.21173825648206868
17,0.01005044005330611,0.007898199009632697,0.01170024063150851,0.05841205597724198,0.01864649181932212,0.07782521728134667,0.1845326441549748,0.012901631498120812,0.009428109883485115,0.011544604760881982,0.0665694621734409,0.020463824720763035,0.08915331783518889,0.21006095059757127
18,0.009906318020335217,0.007739048784462473,0.011414728108985002,0.05784927367183228,0.018365046244202824,0.07726791785209187,0.18254233169202805,0.012470669450133132,0.009315572102096863,0.01139561083482279,0.06616040639704167,0.019996960039818826,0.08867163042532665,0.20801085050545592
19,0.009750975987859217,0.007653524365934713,0.011203634984601,0.05729626520207635,0.01814295339755983,0.07676857045081639,0.18081592531890928,0.0124553181265708,0.009303331954958534,0.01122260906442787,0.06558261998113381,0.019875413071639342,0.08806855351306281,0.20650784299471303
20,0.009689291188929063,0.007613773303615723,0.011065034126743414,0.05675972614000219,0.018001302826628544,0.07627664163797557,0.1794057697186394,0.012213250159671557,0.009155070057403571,0.011082501928215069,0.06496334406602168,0.019604042581728272,0.0877558909689581,0.20477410007677488
21,0.00960458595435714,0.007492870176132966,0.01083636793619514,0.056214556786994684,0.017774629456142964,0.07576345497474665,0.17768646601336327,0.012380685336416106,0.00925055750724319,0.011149982970339737,0.06464736442955142,0.0196088448861726,0.08733627153184753,0.20437370622698228
22,0.009494057130006523,0.007417745341795484,0.010656945806893938,0.05568818561466979,0.017612299936158083,0.07530888633542263,0.1761781200802002,0.01209447354345376,0.0089488286264287,0.01076391095400763,0.06410659587185329,0.019586183345795122,0.08687239679294592,0.20237238799504506
23,0.009440535405491056,0.007369678701100959,0.010533671961063909,0.05519107952201468,0.017488487911687358,0.07483623633699923,0.1748596902141098,0.012148142662211503,0.009130114655072259,0.010821242289517068,0.06352008748764876,0.019994526377732823,0.08657366259128761,0.20218777539084817
24,0.009317133333024911,0.007253636531888924,0.01034160007370231,0.054715803565764755,0.01728236796006237,0.07440379243705952,0.17331433412933284,0.012039918421861882,0.009030442997064004,0.010654237716788834,0.06318224526937151,0.01928932808945447,0.08611625016040864,0.20031242301048216
25,0.009271950292806891,0.007227062066104208,0.010248282905859525,0.05426524038539403,0.017167852727793007,0.07397056576463604,0.1721509541041904,0.01216979021256215,0.008914646456419293,0.010474829318858615,0.06286040072639783,0.019424026407657537,0.08571985055484956,0.19956354286306618
26,0.00920455878266741,0.007169179138709255,0.010117410042166321,0.053876704023573384,0.017047923953167076,0.07355676377510066,0.17097253885810798,0.01185481378827117,0.008872618095042828,0.01047339468378132,0.06242155373179713,0.019330725453049407,0.08543495241203418,0.19838805906451465
27,0.009143204149618674,0.007108272343046893,0.010009288534489071,0.053494050056516466,0.01693781701214989,0.07318936678809622,0.169881999489374,0.01189852514362609,0.009162895475536779,0.010428875903838876,0.06218343905637458,0.01927520601803808,0.08505789445126967,0.1980068356187206
28,0.009108170696519665,0.007064030584210144,0.009888988398249258,0.05319549127080705,0.01679630360433968,0.07277870729621777,0.16883169227175757,0.011819624886018456,0.008841513793523556,0.01049758031245143,0.06184724240588668,0.01917218807668493,0.08474880668509828,0.19692695565859328
29,0.009086060466460244,0.007070579592470153,0.009817500541413353,0.05289527426925742,0.01671202331490381,0.07248034867654014,0.16806178635321517,0.011780992757313966,0.00886212310116116,0.010148741346497776,0.061609385263412954,0.019290272344174332,0.08445714964935455,0.19614866589589713
30,0.009017746680568178,0.007002196083141312,0.009718746060935476,0.05260831917195532,0.016580709973354597,0.07212208289441657,0.16704980132161604,0.01177286619695122,0.008736548972334007,0.01023352578858146,0.06146271069881562,0.0192677605420832,0.08415743265784283,0.19563084633582722
31,0.008990007566377323,0.006960089193686141,0.00963689457446049,0.05233893757040966,0.016504515417277026,0.07181968784371312,0.1662501322088421,0.01177544875734114,0.008721863983625639,0.010097658256453841,0.061194443086672094,0.01940044851177028,0.0837882056388331,0.1949780687995019
32,0.008976882353098172,0.006931328584511373,0.009576388693385562,0.05212827774900745,0.016394780110905158,0.07156315868983681,0.16557081594437853,0.011764791355486253,0.008831590152456015,0.009995551346867703,0.06091151339788751,0.019082613711370808,0.083498509988087,0.19408456920134512
33,0.008911094350216843,0.006880791509534006,0.009481865081620989,0.05189503557561066,0.016318519609617686,0.0712473532697116,0.16473465934812875,0.011615577684559302,0.00880604016034986,0.010128175336832884,0.06086485109145711,0.018972192727339188,0.0832321437261883,0.19361898105089742
34,0.008869275038731438,0.0068510980487063635,0.009421702679832084,0.05168381967922191,0.016247432531253887,0.07099401975888626,0.16406734759455338,0.01183543501024075,0.008737400675933602,0.009888830843302384,0.060614550549798245,0.01922085700980963,0.08297300894185669,0.19327008147960417
35,0.00886342101521352,0.006808834119986915,0.009379140450001539,0.05148132032736968,0.016185799237569815,0.0707469347255525,0.16346545115024388,0.011643062778971142,0.008692542094769665,0.00986427152072658,0.060373951718534914,0.018918021951474292,0.08278329687078571,0.19227514499688578
36,0.008791591286714306,0.006754130935723385,0.009315819370653273,0.05129100576668486,0.01608954490063647,0.07049819570503488,0.16274028773875868,0.011579880190575015,0.008828161010885186,0.009846938521937137,0.06017241195944952,0.01910009027315936,0.08246166604292977,0.1919891475326966
37,0.008773778349358514,0.006745741563212583,0.009252609048137676,0.05105934945949542,0.016033918123424713,0.07029772102658327,0.1621631178416761,0.01167714783504448,0.008687737618829109,0.009676433829122415,0.060063090674870506,0.019095609600474787,0.08235162641554794,0.19155164563844546
38,0.008759426539200537,0.006731035809312823,0.00920399150957559,0.05087929453189237,0.01596349086844859,0.07008247937835238,0.16161971868321043,0.011682512482291772,0.008709611862835438,0.009780693078363888,0.05975217001499929,0.019222302538643966,0.08212142241835446,0.19126871462696313
39,0.00873874740010684,0.00670927877317675,0.009191839108523347,0.05073177855919677,0.015918090533646293,0.0698914059226985,0.1611811400380155,0.011557862823071741,0.008635113448769428,0.009627448689148598,0.059556240334986604,0.018838191013563536,0.08204706298785133,0.19026192247608595
40,0.008743522292275846,0.006711545295726165,0.009153523775296895,0.05054660522352436,0.01588038345243757,0.06971925813672698,0.160754838036499,0.011455491969961972,0.008678058554862946,0.009584060451565027,0.059492254563827535,0.0188388697517438,0.08204539823169518,0.19009413415234255
41,0.008674181921787252,0.006626997177616988,0.00908011536892445,0.05038955518805816,0.015791370286255785,0.06955921015934277,0.16012142970517404,0.011415599120698736,0.00861636985817139,0.009592451758146249,0.05936399141984427,0.018729350220904557,0.08182856811223231,0.1895463300705844
42,0.00865017745460118,0.00659722329467758,0.009038744429183287,0.05019972644224809,0.015749249130605752,0.06938381640707456,0.15961893803321553,0.01151677355815412,0.008926787305407084,0.009573075785645596,0.05910455943550626,0.018568886718571112,0.0815938971728586,0.18928398242801853
43,0.008624835821409528,0.00655539590795314,0.009007949398763813,0.050063805221406694,0.015688123403703912,0.06927152090329361,0.15921163098801897,0.011385075523085028,0.008683904986377645,0.009470142053543115,0.05893633602976725,0.01871405605950539,0.08145127967601234,0.18864079695229646
44,0.00860515855079502,0.006554824330079906,0.00897603351695742,0.04989990030421933,0.01565066704188581,0.06911231145425736,0.15879889550393894,0.01142817772930681,0.00868938210253239,0.009468779259220848,0.05890911622383371,0.018799543206150453,0.08137189827669784,0.1886668966876136
45,0.008581577358797854,0.006524326812430531,0.00893803313132582,0.04973752683859412,0.015588007430213373,0.06896272380756742,0.15833219603297782,0.011383895203239944,0.00858138977826881,0.009403280424177277,0.0587604811390796,0.018521206134330184,0.08122441229022563,0.18787466262453908
46,0.008554877187875561,0.00648692832029365,0.008902815227492505,0.04961175081759309,0.015547000742841642,0.06887289751087318,0.15797627037678325,0.011374130952596886,0.008743227859392466,0.009651235407096935,0.05846977602715895,0.01899856291907885,0.08104118624555258,0.18827812038801384
47,0.008521979091355254,0.0064556316602350184,0.008891787955586575,0.049457807784913634,0.015530849069430249,0.06872196869384156,0.15758002399013418,0.011308330300534034,0.008799784569229299,0.009582057871007719,0.05849523019117276,0.018454279808973875,0.08118923449880731,0.18782891817321545
48,0.008524221524098437,0.0064612647744539614,0.008856570155837443,0.04932210981529088,0.015474510973960784,0.068623411447319,0.15726208848211062,0.011412901791132881,0.008653225868877918,0.009422180951589719,0.05836281301783228,0.018665765934178062,0.08108329898744249,0.18760018661146502
49,0.008519076826552131,0.0064427262739769784,0.008826925585304773,0.0491855745159665,0.01544573489830919,0.06848457404058113,0.1569046124503535,0.011080985652684037,0.008622903408902373,0.009225861279237241,0.058192079783891903,0.01827891516741446,0.08088357446681706,0.18628431892705807
50,0.008459682348562357,0.006422174033964744,0.008773666087913927,0.04909674502904549,0.015416060100462176,0.06840056471142522,0.15656889330249932,0.011308025024440498,0.00837685493116448,0.009286379041572227,0.058099612020173476,0.018343078019935694,0.08075443944766017,0.18616838743973785
51,0.008483211756727673,0.0064086635962988985,0.008745579540226292,0.048952189580574894,0.015368079364129122,0.0683147636096401,0.15627248764707605,0.011189944209666226,0.008428367323194146,0.009325700638033011,0.05786842152633555,0.018427952455760233,0.08058722788256417,0.18582761479156643
52,0.00843428315772054,0.006365253378045479,0.008685669304391993,0.04882188118678831,0.015325108041376118,0.06817360744052013,0.1558058016390096,0.011207668293697596,0.008429245133887141,0.009260379113280055,0.05759122615308957,0.018154696972426755,0.08063141823342171,0.18527463448484222
53,0.008425982461577157,0.0063716253914675855,0.008679417102768679,0.048747656612090094,0.015304525416381342,0.06813387512901185,0.15566308234293275,0.01130589966712523,0.008752482920112742,0.009268342834116323,0.05763608908418318,0.018360909348565328,0.08052554720357144,0.18584927104871365
54,0.008411891551398057,0.006358830119391816,0.008626698797569974,0.048630931287936316,0.01528133533052392,0.06807491345753816,0.1553846013597894,0.01112095548665529,0.008456144674405372,0.009151392187379776,0.05741401257202686,0.01829381299469317,0.08034853506336147,0.1847848522087789
55,0.008387932041729806,0.006355295632949677,0.008634663525100405,0.04852170799566669,0.015231267526914267,0.0679463894805306,0.15507725609028833,0.011086676150680624,0.00851252863763454,0.009478106878554503,0.05730357543003996,0.017956176304450913,0.08013932012636642,0.1844763852040787
56,0.008380537912362561,0.006309523294360157,0.008585222970294527,0.048433557766519364,0.015232364984167121,0.06786188951301843,0.154803096373559,0.010957692482136999,0.008280246154203419,0.009091346796941934,0.05734869448120072,0.01796029127722642,0.08039350442537456,0.18403177571955265
57,0.008345295899214683,0.006324981975605198,0.008549818480851101,0.0483419473354654,0.015187427266602946,0.0677623398301325,0.15451181093398836,0.011034375852382032,0.00826892773285485,0.00907276872450672,0.05711618843497067,0.018212354564513204,0.08022150939098062,0.18392612501137157
58,0.008325615541308945,0.006299902744448664,0.008537059948004386,0.04825345218636316,0.015148093746494257,0.06770536636507807,0.15426949019760242,0.010990209867807786,0.008270306819396627,0.008982319333362217,0.05712461610995857,0.017709752881216158,0.08005512231749307,0.183132326293998
59,0.008299864977735856,0.006242269524055699,0.008479757274493085,0.04815591756426312,0.015097683261327427,0.06761016402822796,0.15388565733148302,0.010933787564120952,0.008236061303554337,0.00902898398399686,0.05693582779757359,0.017675531838461527,0.07996852401803548,0.18277871871886234
60,0.008291746904404753,0.00624096512480385,0.008446764155707392,0.048063526306719666,0.015063443026886343,0.06753705860932757,0.1536435039705051,0.010988911585639503,0.00853075631021237,0.009162548149593087,0.05697437347803776,0.01780105588644336,0.07994291754722743,0.18340056400669796
61,0.008276752107553336,0.006249096297254604,0.008440041782913802,0.04800385663231398,0.015074802710687346,0.06746451051571878,0.15350905960257197,0.010903901332951181,0.008217858383721082,0.008912011851515553,0.056710619687534575,0.01771618917232933,0.07994061914717167,0.18240120054253284
62,0.008278235716784172,0.006248869996364283,0.00842571995590084,0.04795566508122911,0.015077849983328563,0.06739010217275408,0.1533764421581101,0.010917416529921892,0.008275796498722917,0.008967324839887561,0.05676887192937397,0.017841420045051976,0.07976102850947374,0.18253185654615187
63,0.008299416168476842,0.0062634432200562,0.008444287486817772,0.04790946297678216,0.015064933523562989,0.06742778288275532,0.15340932609853408,0.010792776647421013,0.008150792621858857,0.008989368831885667,0.056805297172750326,0.017696196860839015,0.07971718586625186,0.1821516180523133
64,0.008211212639606698,0.006184420752986878,0.008357884543895229,0.04776752801099317,0.014979785620920338,0.06727993491991942,0.15278076571451402,0.010876289117343674,0.008176399114056682,0.008800343170988678,0.056823024673076386,0.017702402851083574,0.07979608062842039,0.18217454131514593
65,0.008188957777069898,0.006184182077460066,0.00834528832371262,0.04769824185522771,0.01496320508196522,0.06721190090822203,0.15259177572808505,0.010943679193070611,0.008299889860843545,0.008870215667960882,0.056706499130292236,0.017820722575534728,0.07972718155315617,0.18236818751013847
66,0.008180428704281704,0.006163718423003547,0.008321907150710663,0.047635476142500625,0.01496223945396631,0.06718034939731735,0.15244411959568663,0.010994863746980289,0.008147109223588663,0.008820383147001822,0.05650378159905797,0.017888970014625902,0.07950966363780844,0.18186477215152436
67,0.008167420412654997,0.006167045192105569,0.008324933897317196,0.047565427206320086,0.014921883464309085,0.06709956257007704,0.1522462725119212,0.010788773509952998,0.008185517665346788,0.008753071709066019,0.05646616831875084,0.01757607064981645,0.0795022976983045,0.181271899720477
68,0.008160267794116095,0.0061571809370960075,0.008278162474266111,0.04750304081922287,0.014914108341869379,0.0670247860990255,0.1520375458041869,0.010796355607923441,0.008106558400273906,0.008726865065317025,0.056524997985211316,0.017461403621063513,0.0795389962452565,0.18115517767614492
69,0.008159121800205739,0.00614615891383392,0.008260877591051334,0.04743723316128139,0.014906533088730392,0.06698170898033154,0.15189163442760392,0.01112184019338439,0.008071431590095024,0.008657805100175848,0.05653853242272253,0.01749130075104872,0.07942852309444245,0.18130943268389527
70,0.008140453194738599,0.0061382124970096735,0.008250602669538209,0.047387275965031415,0.014875461539860618,0.06691691886912646,0.15170892561783117,0.010718518777182159,0.008164193696838998,0.008896218568276241,0.05645895830264822,0.017368080507221613,0.07941857844933377,0.18102454627192885
71,0.008094803223266528,0.006109257459637504,0.008251518139115493,0.04733353833230095,0.014842990377542303,0.0668589707871116,0.15149107834827946,0.010621339276093067,0.008008020439183468,0.008697477559553845,0.05638549597338443,0.017245946612155897,0.07942661845826496,0.18038489846229405
72,0.008086668210025938,0.0060843838627232865,0.008196416020573019,0.047237470348308934,0.01481917213582042,0.06681423338677304,0.151238343695146,0.010696099554827353,0.008076779744810409,0.008548013382076218,0.0562946604417948,0.017559899657751964,0.07935391769765845,0.1805293694841499
73,0.008083263020213493,0.00608319613862037,0.008192865260861075,0.0472164320731908,0.014799006528696325,0.06673608178526434,0.15111084548352138,0.010684927319038329,0.008000028079455403,0.008630012567857457,0.056091455142646754,0.017792070863744177,0.07937904706769372,0.18057754004523296
74,0.008083135558303924,0.006106024953747924,0.008186850704980304,0.04715174426046642,0.014796873345941939,0.0667100741879738,0.15103470275738007,0.010644999962568302,0.00799469853760611,0.008690875249641383,0.05615589078365461,0.017462782971653452,0.07920291910929608,0.18015216692847394
75,0.008075208113049718,0.006078515010693537,0.008170439224090604,0.04709198171182437,0.014774070578132474,0.06667158032796881,0.15086179463830923,0.010701999143847049,0.00839861293775992,0.008707437960836808,0.05624078761746912,0.01735850923343762,0.07920880306542179,0.18061614989272412
76,0.008068196237793843,0.0060882037640447185,0.00815349702567019,0.04702903830911538,0.014764839167256563,0.06661002082528505,0.15071379594821874,0.010702519369595478,0.00800277452038926,0.008847471794274229,0.05601832761546605,0.017200924831885938,0.07908183462977927,0.17985385330307196
77,0.008022936993999912,0.006055169701209578,0.008111031494066537,0.046977151319804934,0.01474213065943939,0.06658326616192277,0.15049168620507866,0.010674810817021204,0.008193872280940321,0.008499016946564358,0.055995529557998545,0.01718013369074192,0.07911632063178303,0.1796596827509239
78,0.008006862506225702,0.006049465853720903,0.008106166331350258,0.04690858230661567,0.01471128992706762,0.06652434170137082,0.15030670993973014,0.01073286466778578,0.008070702858362868,0.00844717802032412,0.05595728712217694,0.017180055048036914,0.07906516426786882,0.17945325117463432
79,0.007998558814454684,0.006040314202644685,0.008075097121759288,0.0468434740195534,0.014682369219313481,0.06649248389761847,0.15013229773787032,0.010733517540085767,0.007998183450426312,0.008463936539922976,0.05595630678347665,0.017304928807401827,0.07902308238507205,0.1794799543792309
80,0.00800126886848456,0.006050388036855771,0.00806446339489218,0.04684039174780914,0.014674830262368517,0.06639827612618061,0.1500296184938209,0.010951925400924342,0.008167459418468782,0.008548015233737426,0.05597885206461989,0.01750953106844392,0.07915453793172286,0.18031032132314348
81,0.007982130451021911,0.006022035118184528,0.008040774177058198,0.04675589723635953,0.014630482784584821,0.06638060832214662,0.14981192773307728,0.01055522491631672,0.007853269447820535,0.008371124100136617,0.05567147015304317,0.017175635177246684,0.07888231056954534,0.17850903482687983
82,0.007947618770909754,0.005993559013454874,0.008001756512405827,0.04670048609407576,0.014625565118903415,0.06632208838905672,0.14959107349959264,0.010580698517425775,0.007996904040547464,0.008476768911675701,0.05568648238153579,0.017078388786992065,0.07888343758663725,0.1787026798702929
83,0.007964899219037692,0.006002817792081711,0.00800093567346207,0.046662179990010336,0.014647371256995584,0.06628438737253636,0.1495625909781387,0.010567610776127032,0.007865115629467468,0.00846442429454041,0.055726411000291874,0.01712266342572216,0.07882683865221889,0.17857306378920726
84,0.007918006421459815,0.005987631081801482,0.007968954626540455,0.04659903546810447,0.01459376438044164,0.06624541120595298,0.14931280354362894,0.010982597595217166,0.008116063946299601,0.008664873745442732,0.05560944684215172,0.017924300303612157,0.07878262762611583,0.18007991033762896
